activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,16432456,[],CHEMBL3756944,Inhibition of aromatase (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C[C@H](n1ccnc1)C2=O,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '19.14', 'le': '0.35', 'lle': '2.60', 'sei': '12.98'}",CHEMBL3623213,,CHEMBL3623213,6.75,1,http://www.openphacts.org/units/Nanomolar,2743702,=,1,1,=,,IC50,nM,,180.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.18
,16432457,[],CHEMBL3756944,Inhibition of aromatase (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@@H](n3ccnc3)C[C@@H]12,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '19.33', 'le': '0.36', 'lle': '2.86', 'sei': '13.04'}",CHEMBL3623214,,CHEMBL3623214,6.78,0,http://www.openphacts.org/units/Nanomolar,2743703,=,1,1,=,,IC50,nM,,168.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.168
,16432463,[],CHEMBL3756944,Inhibition of aromatase (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)O[C@@H]1[C@@H](N=[N+]=[N-])C2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '16.60', 'le': '0.31', 'lle': '2.48', 'sei': '5.86'}",CHEMBL3753842,,CHEMBL3753842,6.40,0,http://www.openphacts.org/units/Nanomolar,2743869,=,1,1,=,,IC50,nM,,400.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.4
,16432481,[],CHEMBL3756950,"Inhibition of human aromatase extracted from placental microsomes using [1beta,2beta-3H]testosterone as substrate measured at 7 to 21 mins by scintillation counting analysis",B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](/C(=N/OCCCn4ccnc4)C=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '12.88', 'le': '0.24', 'lle': '1.57', 'sei': '6.90'}",CHEMBL3753778,,CHEMBL3753778,5.51,0,http://www.openphacts.org/units/Nanomolar,2743655,=,1,1,=,,IC50,nM,,3100.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,3.1
,16432482,[],CHEMBL3756950,"Inhibition of human aromatase extracted from placental microsomes using [1beta,2beta-3H]testosterone as substrate measured at 7 to 21 mins by scintillation counting analysis",B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)O[C@H]1CC[C@@]2(C)C(=C/C(=N\OCCCn3ccnc3)[C@H]3[C@@H]4CC[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]32)C1,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '9.62', 'le': '0.18', 'lle': '-0.16', 'sei': '5.35'}",CHEMBL3752381,,CHEMBL3752381,4.92,0,http://www.openphacts.org/units/Nanomolar,2743656,=,1,1,=,,IC50,nM,,12000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,12.0
,16432483,[],CHEMBL3756951,Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate after 15 mins by scintillation counting analysis,B,,,BAO_0000190,BAO_0000019,assay format,C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]21,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '19.50', 'le': '0.36', 'lle': '1.66', 'sei': '18.54'}",CHEMBL3623223,,CHEMBL3623223,6.33,1,http://www.openphacts.org/units/Nanomolar,2743657,=,1,1,=,,IC50,nM,,470.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.47
,16432496,[],CHEMBL3756956,Competitive inhibition of aromatase (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C(=O)C(F)(F)F)[C@@H]1CCC2=O,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '12.45', 'le': '0.24', 'lle': '0.39', 'sei': '8.95'}",CHEMBL3753182,,CHEMBL3753182,4.58,0,http://www.openphacts.org/units/Nanomolar,2743669,=,1,1,=,,IC50,nM,,26000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,26.0
,16432513,[],CHEMBL3756962,"Inhibition of human aromatase extracted from placental microsomes using [1beta,2beta-3H]androstenedione as substrate",B,,,BAO_0000190,BAO_0000019,assay format,CSCC[C@]12CCC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '22.99', 'le': '0.45', 'lle': '3.18', 'sei': '23.20'}",CHEMBL3752510,,CHEMBL3752510,7.92,0,http://www.openphacts.org/units/Nanomolar,2743695,=,1,1,=,,IC50,nM,,12.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,nM,UO_0000065,,12.0
,16432514,[],CHEMBL3756962,"Inhibition of human aromatase extracted from placental microsomes using [1beta,2beta-3H]androstenedione as substrate",B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC=C3[C@@H](CCC4=CC(=O)CC[C@@]43CCSCF)[C@@H]1CCC2=O,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '20.14', 'le': '0.40', 'lle': '2.26', 'sei': '21.39'}",CHEMBL3753104,,CHEMBL3753104,7.30,0,http://www.openphacts.org/units/Nanomolar,2743696,=,1,1,=,,IC50,nM,,50.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,nM,UO_0000065,,50.0
,16433993,[],CHEMBL3757115,Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate after 30 mins,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CC[C@@H]5O)[C@@H]1CC[C@@H]2O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3751755,Eur. J. Med. Chem.,2015.0,,CHEMBL3751861,,CHEMBL3751861,,0,http://www.openphacts.org/units/Nanomolar,2743881,=,1,1,=,,IC50,nM,,120500.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,120.5
,16433994,[],CHEMBL3757115,Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate after 30 mins,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CCC5=O)[C@@H]1CCC2=O,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '18.26', 'le': '0.34', 'lle': '2.24', 'sei': '9.51'}",CHEMBL3752050,,CHEMBL3752050,5.72,0,http://www.openphacts.org/units/Nanomolar,2743882,=,1,1,=,,IC50,nM,,1889.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.889
,16433995,[],CHEMBL3757115,Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate after 30 mins,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '15.00', 'le': '0.28', 'lle': '1.46', 'sei': '7.47'}",CHEMBL3752637,,CHEMBL3752637,4.73,0,http://www.openphacts.org/units/Nanomolar,2743883,=,1,1,=,,IC50,nM,,18570.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,18.57
,16433999,[],CHEMBL3755850,Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate by scintillation counting analysis,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)C(O)=C(C#N)C[C@]34C)[C@@H]1CC[C@@H]2O,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '18.19', 'le': '0.34', 'lle': '2.48', 'sei': '7.37'}",CHEMBL3623216,,CHEMBL3623216,5.99,1,http://www.openphacts.org/units/Nanomolar,2743884,=,1,1,=,,IC50,nM,,1019.8,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,nM,UO_0000065,,1019.8
,16434000,[],CHEMBL3755850,Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate by scintillation counting analysis,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)c5[nH]ncc5C[C@]34C)[C@@H]1CC[C@@H]2O,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '19.15', 'le': '0.36', 'lle': '2.92', 'sei': '9.53'}",CHEMBL3623215,,CHEMBL3623215,6.29,0,http://www.openphacts.org/units/Nanomolar,2743885,=,1,1,=,,IC50,nM,,512.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,nM,UO_0000065,,512.0
,16434001,[],CHEMBL3757117,Inhibition of human aromatase after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc([C@@H]2[C@H]3C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2C)cc1,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '13.33', 'le': '0.24', 'lle': '0.17', 'sei': '13.70'}",CHEMBL3752216,,CHEMBL3752216,5.74,0,http://www.openphacts.org/units/Nanomolar,2743887,=,1,1,=,,IC50,nM,,1820.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.82
,16434002,[],CHEMBL3757117,Inhibition of human aromatase after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C3=NN(c4ccccc4)[C@H](c4ccccc4)[C@H]3C[C@@H]12,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '12.41', 'le': '0.22', 'lle': '-1.40', 'sei': '17.57'}",CHEMBL3754253,,CHEMBL3754253,5.74,0,http://www.openphacts.org/units/Nanomolar,2743888,=,1,1,=,,IC50,nM,,1820.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.82
,16434003,[],CHEMBL3757117,Inhibition of human aromatase after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc([C@@H]2[C@H]3C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2c2ccccc2)cc1,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '11.65', 'le': '0.21', 'lle': '-1.41', 'sei': '13.70'}",CHEMBL3754378,,CHEMBL3754378,5.74,0,http://www.openphacts.org/units/Nanomolar,2743889,=,1,1,=,,IC50,nM,,1820.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.82
,16434004,[],CHEMBL3757118,"Inhibition of human aromatase extracted from placental microsomes assessed as 3H2O formation from [1b,2b-3H] testosterone preincubated for 5 mins followed by protein addition measured at 7 to 21 mins by liquid scintillation counting analysis",B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(/C=C2\C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)C2=O)ccc1OCCCn1ccnc1,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '10.13', 'le': '0.19', 'lle': '-1.10', 'sei': '7.61'}",CHEMBL3752689,,CHEMBL3752689,5.36,0,http://www.openphacts.org/units/Nanomolar,2743700,=,1,1,=,,IC50,nM,,4400.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,4.4
,16434005,[],CHEMBL3757118,"Inhibition of human aromatase extracted from placental microsomes assessed as 3H2O formation from [1b,2b-3H] testosterone preincubated for 5 mins followed by protein addition measured at 7 to 21 mins by liquid scintillation counting analysis",B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(/C=C2\C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)ccc1OCCCn1ccnc1,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '10.55', 'le': '0.20', 'lle': '-0.42', 'sei': '7.32'}",CHEMBL3623212,,CHEMBL3623212,5.62,1,http://www.openphacts.org/units/Nanomolar,2743701,=,1,1,=,,IC50,nM,,2400.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,2.4
,16434006,[],CHEMBL3757119,Competitive inhibition of human placental aromatase in presence of testosterone,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC4=Nc5ccccc5SC5=C4[C@]3(C)CCC5=O)[C@@H]1CCC2=O,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '10.78', 'le': '0.21', 'lle': '-1.53', 'sei': '9.41'}",CHEMBL3754157,,CHEMBL3754157,4.37,0,http://www.openphacts.org/units/Nanomolar,2743878,=,1,1,=,,IC50,nM,,42300.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,42.3
,16434007,[],CHEMBL3757120,Inhibition of human aromatase extracted from placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](Cc4nn(Cc5ccccc5)c5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '16.34', 'le': '0.30', 'lle': '2.08', 'sei': '11.99'}",CHEMBL3751913,,CHEMBL3751913,6.61,0,http://www.openphacts.org/units/Nanomolar,2743879,=,1,1,=,,IC50,nM,,245.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,nM,UO_0000065,,245.0
,16434008,[],CHEMBL3757120,Inhibition of human aromatase extracted from placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](Cc4n[nH]c5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '21.08', 'le': '0.39', 'lle': '3.63', 'sei': '10.04'}",CHEMBL3751984,,CHEMBL3751984,6.63,0,http://www.openphacts.org/units/Nanomolar,2743880,=,1,1,=,,IC50,nM,,236.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,nM,UO_0000065,,236.0
,16434022,[],CHEMBL3756963,Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate after 20 mins by scintillation counting analysis,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C/C(=C\c1ccncc1)C2=O,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '14.07', 'le': '0.26', 'lle': '0.10', 'sei': '11.24'}",CHEMBL2003274,,CHEMBL2003274,5.28,1,http://www.openphacts.org/units/Nanomolar,2743704,=,1,1,=,,IC50,nM,,5200.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,5.2
,16434023,[],CHEMBL3756963,Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate after 20 mins by scintillation counting analysis,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)/C(=C/c3ccc4c(c3)OCO4)C[C@@H]12,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '12.47', 'le': '0.23', 'lle': '-0.10', 'sei': '9.87'}",CHEMBL3752285,,CHEMBL3752285,5.19,0,http://www.openphacts.org/units/Nanomolar,2743705,=,1,1,=,,IC50,nM,,6400.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,6.4
,16434024,[],CHEMBL3757117,Inhibition of human aromatase after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1N=C2[C@H](C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C)[C@H]1c1ccccc1,,,CHEMBL3751755,Eur. J. Med. Chem.,2015.0,"{'bei': '14.33', 'le': '0.26', 'lle': '0.18', 'sei': '17.57'}",CHEMBL3752166,,CHEMBL3752166,5.74,0,http://www.openphacts.org/units/Nanomolar,2743886,=,1,1,=,,IC50,nM,,1820.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.82
,16556099,[],CHEMBL3795159,Inhibition of human placental CYP19 using [1beta-3H]-androstenedione as substrate for 3 hrs measured as formation of [3]H2O in presence of NADPH,B,,,BAO_0000190,BAO_0000019,assay format,O=c1c(Cc2ccncc2)coc2ccccc12,,,CHEMBL3792376,J. Med. Chem.,2016.0,"{'bei': '21.98', 'le': '0.40', 'lle': '2.43', 'sei': '12.10'}",CHEMBL3794430,,CHEMBL3794430,5.21,0,http://www.openphacts.org/units/Nanomolar,2770669,=,1,1,=,,IC50,nM,,6100.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,6.1
,16556100,[],CHEMBL3795159,Inhibition of human placental CYP19 using [1beta-3H]-androstenedione as substrate for 3 hrs measured as formation of [3]H2O in presence of NADPH,B,,,BAO_0000190,BAO_0000019,assay format,O=c1c(Cc2ccncc2)coc2cc(F)ccc12,,,CHEMBL3792376,J. Med. Chem.,2016.0,"{'bei': '20.77', 'le': '0.38', 'lle': '2.38', 'sei': '12.30'}",CHEMBL3793091,,CHEMBL3793091,5.30,0,http://www.openphacts.org/units/Nanomolar,2770671,=,1,1,=,,IC50,nM,,5000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,5.0
,16556101,[],CHEMBL3795159,Inhibition of human placental CYP19 using [1beta-3H]-androstenedione as substrate for 3 hrs measured as formation of [3]H2O in presence of NADPH,B,,,BAO_0000190,BAO_0000019,assay format,O=c1cc(Cc2ccncc2)oc2cc(F)ccc12,,,CHEMBL3792376,J. Med. Chem.,2016.0,,CHEMBL3794417,,CHEMBL3794417,,0,http://www.openphacts.org/units/Nanomolar,2770674,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,10.0
,16556102,[],CHEMBL3795159,Inhibition of human placental CYP19 using [1beta-3H]-androstenedione as substrate for 3 hrs measured as formation of [3]H2O in presence of NADPH,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc2c(=O)c(Cc3c[nH]cn3)coc2c1,,,CHEMBL3792376,J. Med. Chem.,2016.0,"{'bei': '19.91', 'le': '0.37', 'lle': '2.98', 'sei': '7.49'}",CHEMBL3793530,,CHEMBL3793530,5.10,0,http://www.openphacts.org/units/Nanomolar,2770682,=,1,1,=,,IC50,nM,,7900.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,7.9
,16556103,[],CHEMBL3795159,Inhibition of human placental CYP19 using [1beta-3H]-androstenedione as substrate for 3 hrs measured as formation of [3]H2O in presence of NADPH,B,,,BAO_0000190,BAO_0000019,assay format,O=c1c(Cc2c[nH]cn2)coc2cc(F)ccc12,,,CHEMBL3792376,J. Med. Chem.,2016.0,"{'bei': '22.56', 'le': '0.42', 'lle': '3.26', 'sei': '9.35'}",CHEMBL3793576,,CHEMBL3793576,5.51,0,http://www.openphacts.org/units/Nanomolar,2770683,=,1,1,=,,IC50,nM,,3100.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,3.1
,16579882,[],CHEMBL3804708,Inhibition of aromatase in human placental microsomes using [1beta-3H]-androstenedione as substrate assessed as tritiated H2O release after 15 mins by liquid scintillation counting method,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CCC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12,,,CHEMBL3797024,Bioorg. Med. Chem.,2016.0,"{'bei': '23.21', 'le': '0.43', 'lle': '2.59', 'sei': '19.34'}",CHEMBL3799363,,CHEMBL3799363,6.60,0,http://www.openphacts.org/units/Nanomolar,2773974,=,1,1,=,,IC50,nM,,250.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.25
,16579883,[],CHEMBL3804708,Inhibition of aromatase in human placental microsomes using [1beta-3H]-androstenedione as substrate assessed as tritiated H2O release after 15 mins by liquid scintillation counting method,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC[C@]45O[C@H]4CCC[C@]35C)[C@@H]1CCC2=O,,,CHEMBL3797024,Bioorg. Med. Chem.,2016.0,"{'bei': '21.76', 'le': '0.41', 'lle': '2.16', 'sei': '21.20'}",CHEMBL3800417,,CHEMBL3800417,6.28,0,http://www.openphacts.org/units/Nanomolar,2773972,=,1,1,=,,IC50,nM,,530.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.53
,16579884,[],CHEMBL3804708,Inhibition of aromatase in human placental microsomes using [1beta-3H]-androstenedione as substrate assessed as tritiated H2O release after 15 mins by liquid scintillation counting method,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H]5C[C@@H]5CC[C@@]43C)[C@@H]1CCC2=O,,,CHEMBL3797024,Bioorg. Med. Chem.,2016.0,"{'bei': '24.29', 'le': '0.45', 'lle': '2.12', 'sei': '40.77'}",CHEMBL3798461,,CHEMBL3798461,6.96,0,http://www.openphacts.org/units/Nanomolar,2773968,=,1,1,=,,IC50,nM,,110.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.11
,16579885,[],CHEMBL3804708,Inhibition of aromatase in human placental microsomes using [1beta-3H]-androstenedione as substrate assessed as tritiated H2O release after 15 mins by liquid scintillation counting method,B,,,BAO_0000190,BAO_0000019,assay format,C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]21,,,CHEMBL3797024,Bioorg. Med. Chem.,2016.0,"{'bei': '19.50', 'le': '0.36', 'lle': '1.66', 'sei': '18.54'}",CHEMBL3623223,,CHEMBL3623223,6.33,0,http://www.openphacts.org/units/Nanomolar,2773965,=,1,1,=,,IC50,nM,,470.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.47
,16582791,[],CHEMBL3802460,Inhibition of aromatase (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](O)C/C=C/CCCCC1Cc2cc(O)cc(O)c2C(=O)O1,,,CHEMBL3797191,Eur. J. Med. Chem.,2016.0,"{'bei': '15.32', 'le': '0.29', 'lle': '1.84', 'sei': '5.64'}",CHEMBL3799189,,CHEMBL3799189,4.91,0,http://www.openphacts.org/units/Nanomolar,2772940,=,1,1,=,,IC50,nM,,12310.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,12.31
,16587903,[],CHEMBL3806799,Inhibition of recombinant human aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate measured at anoxic conditions by fluorescence analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1ccccc1S(=O)(=O)N1CCCC(Cn2ccnc2)C1,,,CHEMBL3804764,Bioorg. Med. Chem. Lett.,2016.0,"{'bei': '20.02', 'le': '0.40', 'lle': '5.51', 'sei': '8.93'}",CHEMBL3805021,,CHEMBL3805021,7.28,0,http://www.openphacts.org/units/Nanomolar,2776524,=,1,1,=,,IC50,nM,,53.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,nM,UO_0000065,,53.0
,16587904,[],CHEMBL3806799,Inhibition of recombinant human aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate measured at anoxic conditions by fluorescence analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)ccc1F,,,CHEMBL3804764,Bioorg. Med. Chem. Lett.,2016.0,"{'bei': '22.58', 'le': '0.45', 'lle': '5.19', 'sei': '13.80'}",CHEMBL3805310,,CHEMBL3805310,7.62,0,http://www.openphacts.org/units/Nanomolar,2776525,=,1,1,=,,IC50,nM,,24.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,nM,UO_0000065,,24.0
,16587905,[],CHEMBL3806799,Inhibition of recombinant human aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate measured at anoxic conditions by fluorescence analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1F,,,CHEMBL3804764,Bioorg. Med. Chem. Lett.,2016.0,"{'bei': '22.22', 'le': '0.45', 'lle': '5.72', 'sei': '12.19'}",CHEMBL3805173,,CHEMBL3805173,7.85,0,http://www.openphacts.org/units/Nanomolar,2776526,=,1,1,=,,IC50,nM,,14.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,nM,UO_0000065,,14.0
,16587906,[],CHEMBL3806799,Inhibition of recombinant human aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate measured at anoxic conditions by fluorescence analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1cccc(Cl)c1Oc1cccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)c1,,,CHEMBL3804764,Bioorg. Med. Chem. Lett.,2016.0,"{'bei': '16.87', 'le': '0.34', 'lle': '3.71', 'sei': '7.48'}",CHEMBL3806301,,CHEMBL3806301,8.05,0,http://www.openphacts.org/units/Nanomolar,2776527,=,1,1,=,,IC50,nM,,9.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,nM,UO_0000065,,9.0
